"customer_id","rfm_score"
3063,434
2234,434
67,434
741,434
2496,434
3071,434
1040,434
342,434
1092,434
612,434
1968,434
3023,434
1892,434
2519,434
2673,434
1394,434
269,434
423,434
42,434
2628,434
1162,434
1651,434
1805,434
2267,434
3070,434
349,434
2867,434
2725,434
2798,434
31,434
128,433
2830,433
1430,433
2503,433
2430,433
2819,433
3271,433
427,433
3435,433
2259,433
3270,433
1127,433
847,433
646,433
3010,433
2948,433
2473,433
2646,433
1843,433
913,433
2249,433
2825,433
1732,433
98,433
574,433
2173,433
1998,433
3114,433
1535,433
1002,433
3496,433
658,433
3349,433
2583,433
2667,433
2333,433
2065,433
400,433
1499,433
3029,433
3076,433
1542,433
240,433
1270,433
1069,433
3471,433
2177,433
422,433
641,433
3164,433
456,433
2039,433
2006,433
3437,433
781,433
643,433
3429,433
3009,433
2487,433
416,433
713,433
2356,433
3053,433
1708,433
3333,433
2925,433
761,433
448,433
3246,433
1149,433
492,433
411,433
3384,433
2973,433
2852,433
489,433
1412,433
3079,433
1369,433
129,433
1766,433
1871,433
2724,433
1385,433
1280,433
657,433
2551,433
113,433
544,433
2941,433
1267,433
1296,433
1598,433
848,433
3051,433
914,433
2435,433
1948,433
2827,433
2456,433
3490,433
2246,433
3418,433
2066,433
3441,433
2663,433
2025,433
514,433
2148,433
541,433
1305,432
3046,432
1842,432
2813,432
3106,432
3090,432
3115,432
978,432
2404,432
980,432
2928,432
3438,432
2782,432
3109,432
413,432
1036,432
2346,432
2068,432
2984,432
3036,432
551,432
3318,432
2553,432
2917,432
709,432
3122,432
942,432
1754,432
1298,432
1568,432
2043,432
1876,432
1689,432
1889,432
2581,432
284,432
1631,432
502,432
2983,432
2649,432
3364,432
2133,432
1130,432
457,432
3004,432
2678,432
954,432
2759,432
238,432
209,432
3347,432
2506,432
2064,432
3128,432
2715,432
3198,432
2818,432
2613,432
783,432
2504,432
35,432
1927,432
1247,432
722,432
1293,431
2270,431
1101,431
3381,431
909,431
743,431
1005,431
486,431
1183,431
399,431
1381,431
882,431
2096,431
1459,431
1249,431
866,431
2030,431
2116,431
3153,431
2889,431
1834,431
435,431
1339,431
2938,431
1150,431
2605,431
1348,431
1676,431
1692,424
2512,424
2131,424
3188,424
1976,424
1048,424
1275,424
2350,424
2913,424
2968,424
3150,424
1966,424
3454,424
1154,424
2167,424
3500,424
2208,423
1463,423
2478,423
366,423
3489,423
3323,423
2869,423
3483,423
1791,423
1513,423
1464,423
2491,423
805,423
348,423
1995,423
439,423
1874,423
1840,423
2956,423
2118,423
3205,423
1652,423
1013,423
2675,423
32,423
524,423
1320,423
2150,423
2577,423
3376,423
3245,423
991,423
2371,423
830,423
3026,423
2264,423
1823,423
2965,423
73,423
2524,423
2034,423
1060,423
2123,423
3340,423
389,423
2156,423
791,422
2272,422
1882,422
135,422
674,422
3284,422
495,422
598,422
2058,422
2061,422
449,422
2513,422
1555,422
248,422
2671,422
1875,422
18,422
585,422
3498,422
1849,422
1746,422
2562,422
2494,422
232,422
462,422
802,422
870,422
468,422
406,422
3493,422
183,422
257,422
2777,422
508,422
300,422
1347,422
272,422
2080,422
771,422
467,422
976,422
1908,422
1497,422
949,422
1004,422
443,422
3116,422
2718,422
3461,421
1447,421
2185,421
65,421
2275,421
1397,421
2656,421
1779,421
2857,421
3267,421
2940,421
2510,421
392,421
2617,421
943,421
865,421
2151,421
2570,421
247,421
3081,421
2169,421
299,421
1964,421
131,421
2812,421
2655,421
2594,421
283,421
330,421
1147,421
920,421
2824,421
1661,421
1138,421
867,421
275,421
1552,421
897,421
3268,421
16,421
1119,421
325,421
1376,421
3450,421
509,421
528,421
1726,421
3265,414
1645,414
568,414
3320,413
578,413
504,413
1831,413
242,413
3342,413
3190,413
1117,413
1677,413
1321,413
1177,413
2609,413
620,413
1089,413
2529,412
3432,412
2664,412
378,412
370,412
1946,412
343,412
3237,412
3094,412
3135,412
924,412
905,412
369,412
1647,412
1533,412
3417,412
1959,412
27,412
1637,412
3137,412
361,412
196,412
1803,412
525,412
2121,411
3221,411
1932,411
2140,411
1992,411
294,411
1503,411
645,411
1043,411
2347,411
2885,411
2654,411
3212,411
1954,411
1901,411
2221,411
1243,411
469,411
2610,411
1951,411
3003,411
1093,411
1988,411
700,411
2388,411
565,411
97,411
473,411
3280,411
3113,411
841,411
1307,411
1285,411
2982,411
1904,344
282,344
358,344
2334,344
3069,344
2483,344
96,344
2781,344
2568,344
1251,344
1566,344
169,344
3362,344
2593,344
1575,344
3194,344
2348,344
2644,344
510,344
3281,344
497,344
1202,344
2423,344
2738,344
2670,344
1654,344
3248,344
3182,344
1187,344
2206,344
3463,344
1206,344
2516,344
3161,344
391,344
2809,344
503,344
3189,344
2395,344
1309,344
1325,344
2756,344
2972,344
2734,344
2274,344
1201,344
699,344
1277,344
3385,344
862,344
3052,344
2643,344
2056,344
816,344
1442,344
2440,344
1569,344
1749,344
3497,344
1710,344
2406,344
383,344
2764,344
1222,344
1911,344
2460,344
2146,344
3233,344
2200,344
537,344
2579,344
764,344
2084,344
192,344
3341,344
2758,344
2945,344
3346,344
2767,344
2324,344
2669,344
1955,344
1284,344
1255,344
2115,344
1666,344
2402,344
1622,344
14,344
2962,344
1189,344
2790,344
1031,344
1176,344
3144,344
879,344
2316,344
1085,344
2743,344
1424,344
698,344
3019,344
130,344
1230,344
1939,344
2906,344
2262,344
2107,344
2950,344
1100,344
2362,344
496,344
493,344
1248,344
1900,344
1268,344
961,344
455,344
3308,344
880,344
1543,344
3466,344
2216,344
810,344
3396,344
1139,344
441,344
1920,344
1958,344
2784,344
3392,344
2700,344
1784,344
1146,344
535,344
388,343
1212,343
3171,343
2900,343
3459,343
450,343
1354,343
2834,343
2047,343
2571,343
3492,343
1510,343
2514,343
1072,343
436,343
1741,343
2619,343
3456,343
895,343
566,343
571,343
1756,343
3099,343
846,343
2493,343
3097,343
702,343
2231,343
814,343
63,343
2342,343
1391,343
1080,343
2314,343
1789,343
1590,343
878,343
2998,343
2302,343
1235,342
3214,342
1973,342
1057,342
2175,342
960,342
3138,342
2343,342
2893,342
596,342
688,342
726,342
1649,342
93,342
3167,342
3287,342
2507,342
1415,342
2497,342
3378,342
1737,342
1612,342
1383,342
2193,342
1940,342
68,342
672,342
3024,342
2178,334
1587,334
3423,334
3476,334
1114,334
2564,334
3101,334
813,334
2625,334
863,334
1278,334
1163,334
2158,334
601,334
3311,334
1192,334
2196,334
1674,334
103,334
828,334
3207,334
1489,334
2563,334
2293,334
3187,334
861,334
531,334
229,334
2407,334
1474,334
628,334
1366,334
2162,334
567,334
2774,334
2699,334
46,334
1621,334
2253,334
1501,334
2163,334
1479,334
1662,334
809,334
2668,334
2087,334
3172,334
2244,334
390,334
836,334
911,334
2821,334
677,334
1225,333
779,333
3398,333
336,333
1375,333
2078,333
929,333
519,333
1096,333
1582,333
663,333
1735,333
842,333
2322,333
2349,333
1462,333
107,333
1439,333
1401,333
1009,333
2317,333
2567,333
581,333
2161,333
1799,333
1046,333
1775,333
888,333
1902,333
1490,333
3404,333
1816,333
2681,333
38,333
807,333
3213,333
181,333
3474,333
265,333
114,333
2924,333
2305,333
1573,333
2866,333
2898,333
1960,333
268,333
3034,333
3111,333
241,333
3291,333
602,333
243,333
1364,333
1717,333
2141,333
1915,333
1899,333
2776,333
1859,333
2049,333
2405,333
2298,333
386,333
2373,333
3434,333
150,333
1220,333
1260,333
1377,333
355,333
231,333
397,333
3380,333
597,333
356,333
1977,333
740,333
1180,333
762,333
2220,333
2119,333
664,333
1553,333
1642,333
711,333
2549,333
2921,333
252,333
1512,333
971,332
2953,332
3028,332
1857,332
940,332
2598,332
317,332
6,332
3325,332
2554,332
931,332
2582,332
2589,332
2203,332
1997,332
1436,332
2596,332
901,332
2897,332
206,332
1782,332
3294,332
952,332
2134,332
1170,332
732,332
1496,332
967,332
1609,332
1733,332
1322,332
2219,332
1508,332
757,332
472,332
82,332
3276,332
1556,332
228,332
1541,332
118,332
965,332
319,332
1208,332
3310,332
2289,332
1151,332
3160,332
947,332
2180,332
3230,332
2004,332
384,332
2286,332
627,331
2257,331
1880,331
1838,331
2727,331
2139,331
2355,331
2518,331
1022,331
339,331
3141,324
3297,324
83,324
3430,324
1323,324
2810,324
2931,324
803,324
1877,324
1261,324
2797,324
1016,324
899,324
982,324
1457,323
1198,323
2943,323
3266,323
3177,323
1075,323
1241,323
334,323
2232,323
1256,323
1657,323
2073,323
540,323
2344,323
1640,323
1065,323
2160,323
88,323
1546,323
2991,323
3314,323
9,323
1279,323
1107,323
214,323
3453,323
1929,323
1614,323
1421,323
2722,323
3369,323
175,323
2711,323
2424,323
1879,323
1037,323
414,323
2534,323
2457,323
1245,323
1660,323
3439,323
3083,323
1814,323
959,323
1777,323
2604,323
2526,323
2442,323
2016,323
606,323
1418,323
2233,323
2453,323
3313,323
1324,323
3250,323
1807,323
3075,323
1742,323
1469,323
2981,323
763,322
2363,322
650,322
727,322
2918,322
2804,322
11,322
3038,322
2881,322
3148,322
1063,322
3289,322
292,322
690,322
2765,322
421,322
1526,322
263,322
3062,322
1417,322
2041,322
311,322
1727,322
2235,322
1935,322
2785,322
12,322
3145,322
3401,322
28,322
444,322
3426,322
3017,322
2890,322
3206,322
2124,322
2934,322
587,322
1593,322
3021,322
1862,322
662,322
2223,322
2174,322
159,322
2093,322
1427,322
1372,322
2384,322
1909,322
1337,322
2679,322
800,322
2222,322
1669,322
463,322
417,322
997,322
2299,322
403,322
354,322
3409,322
1736,322
2930,322
3104,322
2409,322
3068,322
424,322
1514,322
1368,322
1755,322
1426,322
547,322
3196,322
1729,322
2166,322
1336,322
3121,322
1659,322
437,322
471,322
3087,322
2015,322
2207,322
2891,321
1971,321
875,321
2099,321
3134,321
2474,321
158,321
3045,321
3273,321
430,321
1743,321
2475,321
1157,321
2472,321
2909,321
868,321
1682,321
1572,321
3367,321
331,321
1595,321
2449,321
1557,321
1693,321
893,321
1528,321
1330,321
2368,321
3336,321
2294,321
2290,321
2188,321
604,321
1472,321
2311,321
3215,321
3173,321
2292,321
864,321
2769,321
1765,321
61,321
3166,321
112,321
2766,321
1224,321
1984,321
770,321
2590,321
365,321
1218,321
2051,321
3499,321
655,321
223,321
2599,321
1916,321
737,321
2014,321
3389,321
1615,321
1750,321
1400,321
402,321
2048,321
648,321
2820,321
2413,321
750,321
2936,321
1168,321
1793,321
1898,321
3415,321
671,321
1169,321
2181,314
1025,314
1090,314
3064,313
3334,313
1897,313
629,313
2845,313
491,313
1047,313
2576,313
749,313
1839,313
304,313
874,313
3481,313
205,313
1656,313
984,313
2419,313
2359,313
1286,313
1234,313
2104,313
944,313
2783,313
249,313
638,312
1200,312
3208,312
1936,312
3377,312
3165,312
626,312
1215,312
1801,312
261,312
2248,312
619,312
138,312
43,312
1534,312
2691,312
1335,312
1952,312
1982,312
679,312
608,312
2258,312
610,312
479,312
55,312
871,312
2910,312
3061,312
2307,312
3224,312
2226,312
748,312
714,312
2153,312
499,312
2164,312
1227,312
104,312
1580,312
420,312
3195,312
1699,312
2569,312
603,312
827,312
3072,312
3327,312
1891,312
54,312
894,312
2806,312
125,312
2638,312
2052,312
775,312
2602,312
3093,312
2245,312
1574,312
1665,312
428,312
630,312
1539,312
2397,312
1619,311
3405,311
3460,311
3050,311
438,311
579,311
446,311
919,311
1039,311
1980,311
3039,311
2446,311
2874,311
963,311
1213,311
2390,311
166,311
1410,311
665,311
75,311
1670,311
1725,311
853,311
2907,311
738,311
3184,311
2635,311
2630,311
3103,311
1678,311
426,311
1482,311
2951,311
347,311
3055,311
2202,311
607,311
198,311
2640,311
1641,311
1832,311
2587,311
3447,311
3477,311
2336,311
2753,311
2144,311
3360,311
1205,311
986,311
255,311
2455,311
1559,311
2662,311
2580,311
1287,311
506,311
2508,311
2989,311
3387,311
2351,311
48,311
51,311
2001,311
3296,311
482,311
773,311
2615,311
2045,311
787,311
3146,311
394,311
2560,311
2463,311
1667,311
3406,311
999,311
1797,311
1808,311
3015,311
2637,311
153,311
2894,311
733,311
2912,311
1475,311
938,311
2459,311
2187,311
2309,311
3304,311
1003,311
2269,311
385,311
2353,311
3240,311
935,311
1686,311
2142,311
2853,311
712,311
490,311
1131,311
3108,311
3484,311
1389,311
3465,311
3242,311
2701,311
2019,311
2883,311
1783,311
2572,311
692,311
1258,311
2861,311
904,244
2586,244
3124,244
1273,244
1204,244
74,244
3259,244
554,244
3011,244
376,244
3244,244
2239,244
225,244
1312,244
3469,244
527,244
1344,244
2707,244
2500,244
2971,244
251,244
3357,244
798,244
2996,244
2546,244
1059,244
2533,244
412,244
632,244
2801,244
2636,244
1989,244
2312,244
3056,244
1548,244
1869,244
758,244
2352,244
2417,244
1466,244
1931,244
1603,244
1498,244
3136,244
3485,244
179,244
2903,244
2741,244
3140,244
1371,244
2842,244
1841,244
2320,244
2694,244
1921,244
2477,244
1488,244
3444,244
1956,244
1924,244
2692,244
3400,244
1634,244
291,244
2749,244
1431,244
1685,244
2441,244
484,244
2631,244
2789,244
335,244
1343,244
2215,244
1186,244
1193,244
2261,244
222,244
747,244
1987,244
2855,244
1928,244
2137,244
1262,244
45,244
1618,244
1671,244
1734,244
3305,244
3155,244
1370,244
1730,244
1476,244
1124,243
3211,243
2370,243
2176,243
184,243
1042,243
2515,243
1630,243
1523,243
3149,243
2218,243
1804,243
3049,243
1883,243
2541,243
2450,243
1188,243
1525,243
59,243
1847,243
2085,243
3316,243
916,242
2665,242
3399,242
2113,242
3159,242
3098,242
3000,242
95,242
2558,242
1236,242
2614,242
303,242
2875,242
66,242
2296,242
804,242
1311,242
92,242
2408,242
387,242
1961,242
2444,242
2557,241
2172,241
458,234
1444,234
2490,234
3200,234
2278,234
2094,234
522,234
2800,234
266,234
1974,234
2192,234
3440,234
3027,234
288,234
939,234
2760,234
2332,234
3274,234
915,234
137,234
2392,234
133,234
2159,234
2126,234
1078,234
452,234
1718,234
2916,234
2280,234
1226,234
3263,234
744,234
154,234
1419,234
324,234
3226,234
3018,234
2466,234
258,234
2658,234
896,234
731,233
1018,233
2143,233
259,233
1753,233
193,233
2677,233
2214,233
2952,233
3269,233
3309,233
2199,233
2117,233
3329,233
654,233
3238,233
3299,233
459,233
3366,233
72,233
583,233
1855,233
806,233
3412,233
1420,233
1738,233
277,233
2229,233
1919,233
1518,233
2467,233
3022,233
2584,233
1930,233
178,233
797,233
2415,233
819,233
2422,233
1606,233
3422,233
1019,233
2966,233
1455,233
3301,233
1041,233
617,233
3302,233
2127,233
2736,233
767,233
994,233
1310,233
3303,233
666,233
2626,233
1790,233
1126,233
2031,233
977,233
1118,233
2511,233
838,233
3328,233
3391,233
1536,233
1601,233
3285,233
2366,233
1156,233
2357,233
1719,233
1771,233
3095,233
3035,233
3277,233
2277,233
889,233
957,233
686,233
1142,233
2578,233
562,233
1894,233
609,233
653,233
1739,233
2772,233
3085,233
580,233
2198,233
2868,233
2811,233
3278,232
2480,232
3006,232
2354,232
615,232
1214,232
3132,232
1695,232
2639,232
588,232
1861,232
3368,232
1125,232
227,232
1128,232
3089,232
3127,232
2462,232
477,232
667,232
1314,232
2539,232
1697,232
970,232
3413,232
208,232
857,232
3331,232
1827,232
3306,232
821,232
2674,232
1172,232
176,232
1288,232
1636,232
3373,232
873,232
148,232
3394,232
2062,232
20,232
3047,232
1486,232
1195,232
1720,232
1292,232
1653,232
3390,232
2263,232
782,232
1681,232
3100,232
536,232
2629,232
2297,231
1979,231
2543,231
2105,231
1379,231
2652,231
3178,231
989,231
2364,231
2771,231
1516,231
3058,231
119,231
2007,231
3186,231
49,231
1505,231
2648,231
3408,224
1429,224
2915,224
3345,224
2171,224
746,224
1422,224
2285,224
635,224
3339,224
1835,224
382,224
488,224
1239,224
2645,224
15,224
1027,224
85,224
1061,224
1026,224
1196,224
2944,224
219,224
84,223
3252,223
1813,223
859,223
3174,223
2018,223
2624,223
2650,223
1295,223
701,223
756,223
2381,223
1155,223
2008,223
1015,223
2110,223
1986,223
1050,223
2399,223
3030,223
2432,223
3353,223
2803,223
2899,223
3479,223
958,223
642,223
1878,223
1769,223
553,223
1316,223
2010,223
102,223
323,223
563,223
2871,223
186,223
2227,223
79,223
3185,223
542,223
483,223
305,223
2484,223
1349,223
3254,223
2997,223
696,223
3372,223
2461,223
1409,223
2439,223
2212,223
1406,223
1361,223
1728,222
221,222
1388,222
2481,222
2071,222
2843,222
2919,222
210,222
1356,222
2768,222
2844,222
2338,222
1423,222
2522,222
475,222
1468,222
308,222
1122,222
2438,222
1809,222
777,222
418,222
561,222
532,222
2024,222
3443,222
1949,222
90,222
1029,222
3324,222
2544,222
1588,222
676,222
1432,222
1776,222
329,222
1785,222
661,222
570,222
558,222
1136,222
1384,222
2179,222
2410,222
337,222
840,222
1714,222
1071,222
3351,222
2447,222
3067,222
2028,222
818,222
560,222
1844,222
1531,222
1664,222
1550,222
1263,222
1001,222
1450,222
367,222
1094,222
2313,222
2685,222
707,222
507,221
1639,221
57,221
1845,221
3261,221
2097,221
2154,221
2170,221
3383,221
3361,221
2288,221
33,221
396,221
3170,221
3462,221
2247,221
3350,221
1870,221
2787,221
3478,221
1576,221
2847,221
2888,221
2201,221
3358,221
546,221
2542,221
395,221
1644,221
2283,221
706,221
1881,221
44,221
1411,221
1967,221
1451,221
1837,221
2552,221
2627,221
47,221
968,221
2020,221
147,221
295,221
1937,221
2284,221
94,221
1345,221
794,221
2361,221
1616,221
823,221
1694,221
1863,221
1818,221
2591,221
636,221
1848,221
254,221
1440,221
3120,221
1300,221
2367,221
425,221
352,221
2528,221
2527,221
1868,221
1646,221
13,221
849,221
3379,221
3126,221
1825,221
815,221
912,221
788,221
69,221
2360,221
201,221
1917,221
3057,221
2382,214
539,214
1191,214
907,214
1700,214
372,213
1524,213
1363,213
2273,213
1340,213
1223,213
340,213
315,213
1111,213
1405,213
1481,213
2237,213
3020,213
3176,213
3319,213
429,213
3219,213
1199,213
1688,213
718,213
2495,213
1711,213
466,213
684,213
1826,212
3002,212
1132,212
1731,212
3370,212
1913,212
1613,212
2877,212
1527,212
1259,212
2837,212
549,212
1402,212
2886,212
211,212
1912,212
2281,212
2682,212
177,212
1254,212
1585,212
1581,212
2279,212
1947,212
850,212
3204,212
1171,212
2988,212
923,212
2946,212
250,212
1032,212
2067,212
3352,212
401,212
145,212
1752,212
197,212
246,212
237,212
981,212
2339,212
2509,212
3388,212
1884,212
1567,212
500,212
1864,212
1056,212
2872,212
127,212
2904,212
2832,212
759,212
3436,212
1812,212
333,212
3330,212
2217,212
58,212
136,212
314,212
3143,212
752,212
1007,212
2331,212
2703,212
345,212
1229,212
2763,212
3407,212
87,212
3247,212
2230,212
289,212
765,211
2266,211
2985,211
2799,211
1443,211
2138,211
1302,211
1866,211
1483,211
1643,211
2454,211
1113,211
2740,211
139,211
2433,211
3220,211
1502,211
50,211
3228,211
2489,211
3117,211
833,211
2717,211
2036,211
1611,211
3371,211
728,211
2190,211
1597,211
1933,211
2901,211
2887,211
2686,211
1272,211
2750,211
1821,211
1152,211
2380,211
1106,211
2616,211
1627,211
445,211
1237,211
2194,211
724,211
353,211
3264,211
1672,211
647,211
1551,211
280,211
2537,211
590,211
8,211
1561,211
1887,211
2375,211
29,211
987,211
1858,211
1102,211
3201,211
2595,211
1850,211
2401,211
1762,211
2468,211
432,211
2383,211
2095,211
1493,211
461,211
720,211
921,211
2788,211
1290,211
1890,211
1181,211
2101,211
682,211
1554,211
2155,211
2932,211
2955,211
1599,211
2702,211
3014,211
2400,211
3295,211
3382,211
769,211
516,211
1957,211
2076,211
1461,211
2880,211
614,211
1494,211
171,211
2132,211
404,211
1178,211
39,211
1024,211
2046,211
2793,211
2268,211
594,211
1570,211
941,211
1435,211
3249,211
1103,211
1473,211
1811,211
1698,211
1049,211
936,211
844,211
2538,211
2240,211
2385,211
380,211
1817,211
1332,211
1250,211
2770,211
2620,211
1820,211
917,211
230,211
1398,211
2601,211
3411,211
2592,211
3060,211
2565,211
1006,211
2184,211
3326,211
1788,211
1591,211
41,211
1282,211
2755,211
2684,211
1021,211
2733,211
213,211
1030,211
2986,211
1517,211
1696,211
3421,211
691,211
1194,211
273,211
1374,211
3431,211
80,211
887,211
2726,211
710,211
3032,211
204,211
2574,211
2210,211
2815,211
3482,211
1547,211
2723,211
1579,211
1537,211
1129,211
1853,211
760,211
2189,211
1565,144
900,144
218,144
589,144
675,144
202,144
2949,144
2878,144
1341,144
2719,144
1414,144
1393,144
1319,144
1764,144
1910,144
511,144
1584,144
3452,144
1242,144
1829,144
1495,144
126,144
2731,144
2838,144
1485,144
2817,144
2451,144
2994,144
253,144
826,144
2241,144
3275,144
3488,144
2846,144
3446,144
3139,144
3156,144
2330,144
1454,144
2032,144
1487,144
3464,144
3110,144
1810,144
1197,144
885,144
100,144
351,144
1203,144
1035,144
1121,144
2128,144
1108,144
1265,144
1608,144
3203,144
1087,144
481,144
2556,144
2823,144
876,144
1185,144
1148,144
689,144
155,144
1456,144
2840,144
2389,144
1359,144
2122,144
2710,144
1145,144
1781,144
3142,144
476,144
2452,144
1564,144
1655,144
2713,144
3123,144
3216,144
1963,143
1216,143
1633,143
30,143
2236,143
3487,143
2967,143
2168,143
2108,143
1105,143
2042,143
2079,143
106,143
296,143
1333,143
3257,143
2746,143
1219,143
108,143
3419,143
1408,143
1854,143
2708,143
3096,143
1070,142
2038,142
2752,142
81,142
1602,142
2922,142
2054,142
1507,142
2976,142
297,142
1983,142
1240,142
1923,142
1941,142
2814,142
1116,142
851,142
3486,142
651,142
2864,142
3253,142
2106,142
2848,142
1425,142
3374,141
1179,141
1571,141
64,134
785,134
834,134
3480,134
2436,134
3082,134
520,134
683,134
985,134
1484,134
550,134
966,134
1751,134
926,134
705,134
203,134
649,134
3125,134
3209,134
2905,134
2714,134
1895,134
1701,134
1504,134
1703,134
1822,134
1794,134
1607,134
2689,134
1538,134
362,134
256,134
2378,133
293,133
964,133
2748,133
1167,133
3448,133
1709,133
262,133
281,133
2575,133
309,133
2050,133
1833,133
460,133
2276,133
1159,133
2573,133
236,133
1886,133
2075,133
2773,133
2306,133
3356,133
1253,133
3338,133
3197,133
1965,133
2300,133
216,133
2012,133
409,133
1594,133
694,133
3119,133
1264,133
143,133
673,133
245,133
2396,133
2100,133
3393,133
1399,133
122,133
2471,133
17,133
817,133
933,133
1079,133
70,133
149,133
3494,133
224,133
891,133
1161,133
2365,133
2709,133
321,133
795,133
2191,133
1008,133
2862,133
937,133
854,133
2329,133
2445,133
2254,133
1648,133
1873,133
199,133
1705,133
543,133
969,133
101,133
3282,133
1355,133
2063,133
3355,133
3475,133
745,133
2376,133
316,133
3043,133
884,133
2977,133
1815,133
1972,133
831,133
2520,133
2081,133
1012,133
1687,133
1153,133
1650,133
3210,133
559,133
2502,133
1500,132
1143,132
2780,132
979,132
1452,132
1860,132
408,132
1327,132
505,132
1610,132
2987,132
156,132
2632,132
53,132
1081,132
3054,132
2092,132
3130,132
556,132
2550,132
2892,132
2779,132
2831,132
2661,132
2995,132
3293,132
327,132
697,132
1638,132
2136,132
2778,132
918,132
772,132
660,132
1903,132
1617,132
1453,132
1723,132
2022,132
693,132
2044,132
1767,132
3129,132
3031,132
2112,132
2470,132
1761,132
1471,131
2561,131
824,131
1123,131
360,131
1095,131
1926,131
2623,131
1308,131
2319,131
703,131
2555,131
3307,131
2805,131
21,131
2345,131
2808,131
2213,131
189,131
3016,131
371,131
2377,131
1077,124
1624,124
3468,124
3147,124
3363,124
1134,124
1684,124
3042,124
276,124
2485,124
350,124
2730,124
687,124
1944,124
742,124
631,124
3163,124
3455,124
2501,124
3239,124
3065,124
2479,124
2125,124
1758,124
1120,124
2421,124
951,124
717,123
2958,123
1304,123
932,123
613,123
2786,123
572,123
447,123
3154,123
2251,123
188,123
2775,123
2980,123
485,123
529,123
2641,123
2990,123
172,123
625,123
1166,123
858,123
3133,123
3152,123
564,123
279,123
2488,123
2693,123
766,123
2908,123
338,123
517,123
1985,123
1702,123
3193,123
523,123
464,123
470,123
3395,123
110,123
1515,123
1545,123
2611,123
1297,123
843,123
2098,123
639,123
132,123
